Num of Nodes	BW	Num of Hops	Path	Execution Time (seconds)
7	10	31	[1, 4, 3, 21, 12, 23, 11, 18, 3, 21, 12, 23, 11, 23, 12, 19]	0.12823128700256348
7	15	16	[1, 4, 1, 4, 3, 21, 12, 19]	0.11381101608276367
7	20	15	[1, 4, 3, 21, 3, 21, 12, 19]	0.1161036491394043
7	25	11	[1, 4, 3, 21, 12, 19]	0.12478232383728027
7	1	20	[2, 17, 9, 17, 2, 15, 10, 15, 12, 21]	0.0779275894165039
7	5	7	[2, 15, 12, 21]	0.07112002372741699
7	10	11	[2, 17, 2, 15, 12, 21]	0.06808686256408691
7	15	11	[2, 17, 9, 18, 3, 21]	0.07184696197509766
7	20	12	[2, 17, 2, 15, 10, 3, 21]	0.08682823181152344
7	25	11	[2, 17, 2, 15, 12, 21]	0.06647753715515137
7	1	8	[6, 13, 20, 11]	0.07523941993713379
7	5	8	[6, 13, 20, 11]	0.0740358829498291
7	10	8	[6, 13, 20, 11]	0.07810139656066895
7	15	8	[6, 13, 20, 11]	0.07592582702636719
7	20	8	[6, 7, 18, 11]	0.07773971557617188
7	25	9	[6, 13, 20, 11]	0.0709829330444336
7	1	9	[0, 5, 22, 8, 16]	0.10093164443969727
7	5	44	[0, 5, 3, 18, 7, 6, 13, 6, 7, 18, 9, 17, 2, 17, 9, 18, 3, 10, 16]	0.0934746265411377
7	10	17	[0, 5, 0, 5, 22, 5, 3, 10, 16]	0.10692119598388672
7	15	36	[0, 5, 3, 21, 12, 15, 2, 17, 2, 17, 9, 17, 2, 17, 2, 15, 10, 16]	0.10148763656616211
